date,facility_id,facility_name,facility_type,latitude,longitude,medicine_id,medicine_name,opening_stock,received_quantity,dispensed_quantity,closing_stock,days_since_restock,stockout_next_3_days
2024-01-04,F014,Synthetic PHC F014,PHC,13.08,77.52,M003,Metformin 500mg,257,0,23,234,1,0
2024-01-04,F014,Synthetic PHC F014,PHC,13.08,77.52,M004,Amlodipine 5mg,88,0,14,74,8,0
2024-01-04,F014,Synthetic PHC F014,PHC,13.08,77.52,M005,Azithromycin 500mg,28,0,19,9,8,0
2024-01-04,F014,Synthetic PHC F014,PHC,13.08,77.52,M006,Cetirizine 10mg,59,0,18,41,9,0
2024-01-04,F014,Synthetic PHC F014,PHC,13.08,77.52,M007,Omeprazole 20mg,45,0,15,30,8,0
2024-01-04,F014,Synthetic PHC F014,PHC,13.08,77.52,M008,ORS,111,0,37,74,5,0
2024-01-04,F014,Synthetic PHC F014,PHC,13.08,77.52,M009,Ibuprofen 400mg,48,0,29,19,5,0
2024-01-04,F014,Synthetic PHC F014,PHC,13.08,77.52,M010,Atorvastatin 10mg,30,0,11,19,8,0
2024-01-04,F015,Synthetic PHC F015,PHC,12.99,77.47,M001,Paracetamol 500mg,40,256,40,256,0,0
2024-01-04,F015,Synthetic PHC F015,PHC,12.99,77.47,M002,Amoxicillin 500mg,72,0,14,58,7,0
2024-01-04,F015,Synthetic PHC F015,PHC,12.99,77.47,M003,Metformin 500mg,71,0,22,49,9,0
2024-01-04,F015,Synthetic PHC F015,PHC,12.99,77.47,M004,Amlodipine 5mg,19,133,14,138,0,0
2024-01-04,F015,Synthetic PHC F015,PHC,12.99,77.47,M005,Azithromycin 500mg,49,0,13,36,9,0
2024-01-04,F015,Synthetic PHC F015,PHC,12.99,77.47,M006,Cetirizine 10mg,28,138,17,149,0,0
2024-01-04,F015,Synthetic PHC F015,PHC,12.99,77.47,M007,Omeprazole 20mg,66,0,13,53,9,0
2024-01-04,F015,Synthetic PHC F015,PHC,12.99,77.47,M008,ORS,99,0,37,62,8,1
2024-01-04,F015,Synthetic PHC F015,PHC,12.99,77.47,M009,Ibuprofen 400mg,57,0,15,42,5,0
2024-01-04,F015,Synthetic PHC F015,PHC,12.99,77.47,M010,Atorvastatin 10mg,20,0,13,7,7,0
2024-01-04,F016,Synthetic PHC F016,PHC,12.9,77.73,M001,Paracetamol 500mg,105,0,27,78,5,0
2024-01-04,F016,Synthetic PHC F016,PHC,12.9,77.73,M002,Amoxicillin 500mg,29,0,13,16,6,1
2024-01-04,F016,Synthetic PHC F016,PHC,12.9,77.73,M003,Metformin 500mg,6,0,6,0,7,0
2024-01-04,F016,Synthetic PHC F016,PHC,12.9,77.73,M004,Amlodipine 5mg,41,0,7,34,7,0
2024-01-04,F016,Synthetic PHC F016,PHC,12.9,77.73,M005,Azithromycin 500mg,32,0,13,19,9,1
2024-01-04,F016,Synthetic PHC F016,PHC,12.9,77.73,M006,Cetirizine 10mg,142,0,15,127,1,0
2024-01-04,F016,Synthetic PHC F016,PHC,12.9,77.73,M007,Omeprazole 20mg,47,0,17,30,8,1
2024-01-04,F016,Synthetic PHC F016,PHC,12.9,77.73,M008,ORS,6,0,6,0,8,0
2024-01-04,F016,Synthetic PHC F016,PHC,12.9,77.73,M009,Ibuprofen 400mg,27,0,18,9,7,0
2024-01-04,F016,Synthetic PHC F016,PHC,12.9,77.73,M010,Atorvastatin 10mg,25,0,9,16,9,1
2024-01-04,F017,Synthetic Pharmacy F017,Pharmacy,12.975,77.605,M001,Paracetamol 500mg,147,0,41,106,9,0
2024-01-04,F017,Synthetic Pharmacy F017,Pharmacy,12.975,77.605,M002,Amoxicillin 500mg,37,276,33,280,0,0
2024-01-04,F017,Synthetic Pharmacy F017,Pharmacy,12.975,77.605,M003,Metformin 500mg,57,0,38,19,9,1
2024-01-04,F017,Synthetic Pharmacy F017,Pharmacy,12.975,77.605,M004,Amlodipine 5mg,48,0,26,22,9,0
2024-01-04,F017,Synthetic Pharmacy F017,Pharmacy,12.975,77.605,M005,Azithromycin 500mg,43,0,28,15,7,0
2024-01-04,F017,Synthetic Pharmacy F017,Pharmacy,12.975,77.605,M006,Cetirizine 10mg,113,0,27,86,6,0
2024-01-04,F017,Synthetic Pharmacy F017,Pharmacy,12.975,77.605,M007,Omeprazole 20mg,115,0,32,83,7,0
2024-01-04,F017,Synthetic Pharmacy F017,Pharmacy,12.975,77.605,M008,ORS,107,0,44,63,5,1
2024-01-04,F017,Synthetic Pharmacy F017,Pharmacy,12.975,77.605,M009,Ibuprofen 400mg,119,0,42,77,7,1
2024-01-04,F017,Synthetic Pharmacy F017,Pharmacy,12.975,77.605,M010,Atorvastatin 10mg,55,0,11,44,8,1
2024-01-04,F018,Synthetic Pharmacy F018,Pharmacy,12.935,77.615,M001,Paracetamol 500mg,492,0,53,439,1,0
2024-01-04,F018,Synthetic Pharmacy F018,Pharmacy,12.935,77.615,M002,Amoxicillin 500mg,53,0,28,25,9,1
2024-01-04,F018,Synthetic Pharmacy F018,Pharmacy,12.935,77.615,M003,Metformin 500mg,117,0,42,75,7,0
2024-01-04,F018,Synthetic Pharmacy F018,Pharmacy,12.935,77.615,M004,Amlodipine 5mg,86,0,15,71,8,0
2024-01-04,F018,Synthetic Pharmacy F018,Pharmacy,12.935,77.615,M005,Azithromycin 500mg,39,170,20,189,0,0
2024-01-04,F018,Synthetic Pharmacy F018,Pharmacy,12.935,77.615,M006,Cetirizine 10mg,83,0,14,69,6,0
2024-01-04,F018,Synthetic Pharmacy F018,Pharmacy,12.935,77.615,M007,Omeprazole 20mg,60,0,28,32,5,0
2024-01-04,F018,Synthetic Pharmacy F018,Pharmacy,12.935,77.615,M008,ORS,91,441,37,495,0,0
2024-01-04,F018,Synthetic Pharmacy F018,Pharmacy,12.935,77.615,M009,Ibuprofen 400mg,136,0,22,114,5,0
2024-01-04,F018,Synthetic Pharmacy F018,Pharmacy,12.935,77.615,M010,Atorvastatin 10mg,26,0,12,14,8,0
2024-01-04,F019,Synthetic Pharmacy F019,Pharmacy,13.025,77.545,M001,Paracetamol 500mg,89,0,59,30,5,1
2024-01-04,F019,Synthetic Pharmacy F019,Pharmacy,13.025,77.545,M002,Amoxicillin 500mg,152,315,33,434,0,0
2024-01-04,F019,Synthetic Pharmacy F019,Pharmacy,13.025,77.545,M003,Metformin 500mg,132,0,40,92,7,0
2024-01-04,F019,Synthetic Pharmacy F019,Pharmacy,13.025,77.545,M004,Amlodipine 5mg,260,0,23,237,1,0
2024-01-04,F019,Synthetic Pharmacy F019,Pharmacy,13.025,77.545,M005,Azithromycin 500mg,68,0,17,51,6,0
2024-01-04,F019,Synthetic Pharmacy F019,Pharmacy,13.025,77.545,M006,Cetirizine 10mg,53,0,27,26,7,0
2024-01-04,F019,Synthetic Pharmacy F019,Pharmacy,13.025,77.545,M007,Omeprazole 20mg,38,0,38,0,7,0
2024-01-04,F019,Synthetic Pharmacy F019,Pharmacy,13.025,77.545,M008,ORS,205,0,36,169,7,0
2024-01-04,F019,Synthetic Pharmacy F019,Pharmacy,13.025,77.545,M009,Ibuprofen 400mg,52,358,34,376,0,0
2024-01-04,F019,Synthetic Pharmacy F019,Pharmacy,13.025,77.545,M010,Atorvastatin 10mg,49,0,19,30,7,0
2024-01-04,F020,Synthetic Pharmacy F020,Pharmacy,12.915,77.675,M001,Paracetamol 500mg,120,0,44,76,8,0
2024-01-04,F020,Synthetic Pharmacy F020,Pharmacy,12.915,77.675,M002,Amoxicillin 500mg,68,0,29,39,9,1
2024-01-04,F020,Synthetic Pharmacy F020,Pharmacy,12.915,77.675,M003,Metformin 500mg,117,0,24,93,5,0
2024-01-04,F020,Synthetic Pharmacy F020,Pharmacy,12.915,77.675,M004,Amlodipine 5mg,31,154,19,166,0,0
2024-01-04,F020,Synthetic Pharmacy F020,Pharmacy,12.915,77.675,M005,Azithromycin 500mg,73,0,13,60,7,0
2024-01-04,F020,Synthetic Pharmacy F020,Pharmacy,12.915,77.675,M006,Cetirizine 10mg,46,0,20,26,5,0
2024-01-04,F020,Synthetic Pharmacy F020,Pharmacy,12.915,77.675,M007,Omeprazole 20mg,94,0,25,69,8,0
2024-01-04,F020,Synthetic Pharmacy F020,Pharmacy,12.915,77.675,M008,ORS,439,0,45,394,1,0
2024-01-04,F020,Synthetic Pharmacy F020,Pharmacy,12.915,77.675,M009,Ibuprofen 400mg,55,240,21,274,0,0
2024-01-04,F020,Synthetic Pharmacy F020,Pharmacy,12.915,77.675,M010,Atorvastatin 10mg,132,0,8,124,1,0
2024-01-05,F001,Synthetic District Hospital F001,District Hospital,12.9716,77.5946,M001,Paracetamol 500mg,303,0,158,145,6,1
2024-01-05,F001,Synthetic District Hospital F001,District Hospital,12.9716,77.5946,M002,Amoxicillin 500mg,155,0,37,118,8,1
2024-01-05,F001,Synthetic District Hospital F001,District Hospital,12.9716,77.5946,M003,Metformin 500mg,278,924,57,1145,0,0
2024-01-05,F001,Synthetic District Hospital F001,District Hospital,12.9716,77.5946,M004,Amlodipine 5mg,190,560,53,697,0,0
2024-01-05,F001,Synthetic District Hospital F001,District Hospital,12.9716,77.5946,M005,Azithromycin 500mg,169,0,72,97,9,0
2024-01-05,F001,Synthetic District Hospital F001,District Hospital,12.9716,77.5946,M006,Cetirizine 10mg,655,0,55,600,1,0
2024-01-05,F001,Synthetic District Hospital F001,District Hospital,12.9716,77.5946,M007,Omeprazole 20mg,167,600,61,706,0,0
2024-01-05,F001,Synthetic District Hospital F001,District Hospital,12.9716,77.5946,M008,ORS,50,0,50,0,9,1
2024-01-05,F001,Synthetic District Hospital F001,District Hospital,12.9716,77.5946,M009,Ibuprofen 400mg,121,0,98,23,7,1
2024-01-05,F001,Synthetic District Hospital F001,District Hospital,12.9716,77.5946,M010,Atorvastatin 10mg,0,0,0,0,6,1
2024-01-05,F002,Synthetic District Hospital F002,District Hospital,12.925,77.5897,M001,Paracetamol 500mg,302,891,145,1048,0,0
2024-01-05,F002,Synthetic District Hospital F002,District Hospital,12.925,77.5897,M002,Amoxicillin 500mg,657,0,68,589,2,0
2024-01-05,F002,Synthetic District Hospital F002,District Hospital,12.925,77.5897,M003,Metformin 500mg,737,0,65,672,2,0
2024-01-05,F002,Synthetic District Hospital F002,District Hospital,12.925,77.5897,M004,Amlodipine 5mg,496,0,62,434,1,0
2024-01-05,F002,Synthetic District Hospital F002,District Hospital,12.925,77.5897,M005,Azithromycin 500mg,147,429,56,520,0,0
2024-01-05,F002,Synthetic District Hospital F002,District Hospital,12.925,77.5897,M006,Cetirizine 10mg,630,0,56,574,1,0
2024-01-05,F002,Synthetic District Hospital F002,District Hospital,12.925,77.5897,M007,Omeprazole 20mg,165,0,72,93,7,0
2024-01-05,F002,Synthetic District Hospital F002,District Hospital,12.925,77.5897,M008,ORS,247,0,123,124,9,1
2024-01-05,F002,Synthetic District Hospital F002,District Hospital,12.925,77.5897,M009,Ibuprofen 400mg,75,828,70,833,0,0
2024-01-05,F002,Synthetic District Hospital F002,District Hospital,12.925,77.5897,M010,Atorvastatin 10mg,332,0,38,294,1,0
2024-01-05,F003,Synthetic CHC F003,CHC,12.98,77.64,M001,Paracetamol 500mg,203,0,70,133,7,0
2024-01-05,F003,Synthetic CHC F003,CHC,12.98,77.64,M002,Amoxicillin 500mg,94,0,51,43,6,0
2024-01-05,F003,Synthetic CHC F003,CHC,12.98,77.64,M003,Metformin 500mg,181,0,50,131,10,0
2024-01-05,F003,Synthetic CHC F003,CHC,12.98,77.64,M004,Amlodipine 5mg,93,0,30,63,8,0
2024-01-05,F003,Synthetic CHC F003,CHC,12.98,77.64,M005,Azithromycin 500mg,74,0,28,46,10,0
2024-01-05,F003,Synthetic CHC F003,CHC,12.98,77.64,M006,Cetirizine 10mg,93,0,29,64,8,0
2024-01-05,F003,Synthetic CHC F003,CHC,12.98,77.64,M007,Omeprazole 20mg,284,0,23,261,2,0
2024-01-05,F003,Synthetic CHC F003,CHC,12.98,77.64,M008,ORS,218,0,54,164,6,0
2024-01-05,F003,Synthetic CHC F003,CHC,12.98,77.64,M009,Ibuprofen 400mg,58,502,34,526,0,0
2024-01-05,F003,Synthetic CHC F003,CHC,12.98,77.64,M010,Atorvastatin 10mg,24,0,24,0,10,0
2024-01-05,F004,Synthetic CHC F004,CHC,13.035,77.597,M001,Paracetamol 500mg,733,0,71,662,1,0
2024-01-05,F004,Synthetic CHC F004,CHC,13.035,77.597,M002,Amoxicillin 500mg,97,0,38,59,8,1
2024-01-05,F004,Synthetic CHC F004,CHC,13.035,77.597,M003,Metformin 500mg,76,406,56,426,0,0
2024-01-05,F004,Synthetic CHC F004,CHC,13.035,77.597,M004,Amlodipine 5mg,90,0,36,54,9,0
2024-01-05,F004,Synthetic CHC F004,CHC,13.035,77.597,M005,Azithromycin 500mg,313,0,26,287,2,0
2024-01-05,F004,Synthetic CHC F004,CHC,13.035,77.597,M006,Cetirizine 10mg,322,0,31,291,1,0
2024-01-05,F004,Synthetic CHC F004,CHC,13.035,77.597,M007,Omeprazole 20mg,40,0,40,0,7,1
2024-01-05,F004,Synthetic CHC F004,CHC,13.035,77.597,M008,ORS,46,551,52,545,0,0
2024-01-05,F004,Synthetic CHC F004,CHC,13.035,77.597,M009,Ibuprofen 400mg,479,0,30,449,1,0
2024-01-05,F004,Synthetic CHC F004,CHC,13.035,77.597,M010,Atorvastatin 10mg,243,0,20,223,1,0
2024-01-05,F005,Synthetic CHC F005,CHC,12.91,77.62,M001,Paracetamol 500mg,182,0,78,104,10,1
2024-01-05,F005,Synthetic CHC F005,CHC,12.91,77.62,M002,Amoxicillin 500mg,91,0,31,60,8,0
2024-01-05,F005,Synthetic CHC F005,CHC,12.91,77.62,M003,Metformin 500mg,512,0,55,457,1,0
2024-01-05,F005,Synthetic CHC F005,CHC,12.91,77.62,M004,Amlodipine 5mg,122,0,31,91,8,0
2024-01-05,F005,Synthetic CHC F005,CHC,12.91,77.62,M005,Azithromycin 500mg,36,0,36,0,10,0
2024-01-05,F005,Synthetic CHC F005,CHC,12.91,77.62,M006,Cetirizine 10mg,102,0,37,65,8,0
2024-01-05,F005,Synthetic CHC F005,CHC,12.91,77.62,M007,Omeprazole 20mg,84,0,29,55,8,1
2024-01-05,F005,Synthetic CHC F005,CHC,12.91,77.62,M008,ORS,147,0,62,85,7,0
2024-01-05,F005,Synthetic CHC F005,CHC,12.91,77.62,M009,Ibuprofen 400mg,68,0,48,20,6,1
2024-01-05,F005,Synthetic CHC F005,CHC,12.91,77.62,M010,Atorvastatin 10mg,292,0,17,275,2,0
2024-01-05,F006,Synthetic CHC F006,CHC,12.89,77.55,M001,Paracetamol 500mg,605,0,53,552,1,0
2024-01-05,F006,Synthetic CHC F006,CHC,12.89,77.55,M002,Amoxicillin 500mg,350,0,28,322,2,0
2024-01-05,F006,Synthetic CHC F006,CHC,12.89,77.55,M003,Metformin 500mg,149,0,38,111,8,1
2024-01-05,F006,Synthetic CHC F006,CHC,12.89,77.55,M004,Amlodipine 5mg,52,0,36,16,10,0
2024-01-05,F006,Synthetic CHC F006,CHC,12.89,77.55,M005,Azithromycin 500mg,235,0,15,220,1,0
2024-01-05,F006,Synthetic CHC F006,CHC,12.89,77.55,M006,Cetirizine 10mg,326,0,25,301,2,0
2024-01-05,F006,Synthetic CHC F006,CHC,12.89,77.55,M007,Omeprazole 20mg,50,280,37,293,0,0
2024-01-05,F006,Synthetic CHC F006,CHC,12.89,77.55,M008,ORS,129,0,64,65,9,0
2024-01-05,F006,Synthetic CHC F006,CHC,12.89,77.55,M009,Ibuprofen 400mg,76,0,27,49,8,0
2024-01-05,F006,Synthetic CHC F006,CHC,12.89,77.55,M010,Atorvastatin 10mg,52,0,25,27,8,1
2024-01-05,F007,Synthetic PHC F007,PHC,13.05,77.65,M001,Paracetamol 500mg,115,0,27,88,10,0
2024-01-05,F007,Synthetic PHC F007,PHC,13.05,77.65,M002,Amoxicillin 500mg,59,0,24,35,8,1
2024-01-05,F007,Synthetic PHC F007,PHC,13.05,77.65,M003,Metformin 500mg,18,260,17,261,0,0
2024-01-05,F007,Synthetic PHC F007,PHC,13.05,77.65,M004,Amlodipine 5mg,135,0,11,124,2,0
2024-01-05,F007,Synthetic PHC F007,PHC,13.05,77.65,M005,Azithromycin 500mg,30,0,14,16,10,1
2024-01-05,F007,Synthetic PHC F007,PHC,13.05,77.65,M006,Cetirizine 10mg,0,193,22,171,0,0
2024-01-05,F007,Synthetic PHC F007,PHC,13.05,77.65,M007,Omeprazole 20mg,43,0,24,19,10,0
2024-01-05,F007,Synthetic PHC F007,PHC,13.05,77.65,M008,ORS,110,0,24,86,7,0
2024-01-05,F007,Synthetic PHC F007,PHC,13.05,77.65,M009,Ibuprofen 400mg,85,0,20,65,7,0
2024-01-05,F007,Synthetic PHC F007,PHC,13.05,77.65,M010,Atorvastatin 10mg,45,0,12,33,8,0
2024-01-05,F008,Synthetic PHC F008,PHC,12.96,77.51,M001,Paracetamol 500mg,23,0,23,0,10,1
2024-01-05,F008,Synthetic PHC F008,PHC,12.96,77.51,M002,Amoxicillin 500mg,216,0,24,192,1,0
2024-01-05,F008,Synthetic PHC F008,PHC,12.96,77.51,M003,Metformin 500mg,21,191,21,191,0,0
2024-01-05,F008,Synthetic PHC F008,PHC,12.96,77.51,M004,Amlodipine 5mg,43,0,13,30,9,0
2024-01-05,F008,Synthetic PHC F008,PHC,12.96,77.51,M005,Azithromycin 500mg,38,0,16,22,7,0
2024-01-05,F008,Synthetic PHC F008,PHC,12.96,77.51,M006,Cetirizine 10mg,41,0,23,18,9,0
2024-01-05,F008,Synthetic PHC F008,PHC,12.96,77.51,M007,Omeprazole 20mg,21,0,10,11,10,0
2024-01-05,F008,Synthetic PHC F008,PHC,12.96,77.51,M008,ORS,44,294,29,309,0,0
2024-01-05,F008,Synthetic PHC F008,PHC,12.96,77.51,M009,Ibuprofen 400mg,3,202,18,187,0,0
2024-01-05,F008,Synthetic PHC F008,PHC,12.96,77.51,M010,Atorvastatin 10mg,6,0,6,0,8,0
2024-01-05,F009,Synthetic PHC F009,PHC,13.1,77.58,M001,Paracetamol 500mg,82,0,45,37,8,1
2024-01-05,F009,Synthetic PHC F009,PHC,13.1,77.58,M002,Amoxicillin 500mg,69,0,15,54,7,1
2024-01-05,F009,Synthetic PHC F009,PHC,13.1,77.58,M003,Metformin 500mg,35,0,24,11,8,1
2024-01-05,F009,Synthetic PHC F009,PHC,13.1,77.58,M004,Amlodipine 5mg,52,0,21,31,7,0
2024-01-05,F009,Synthetic PHC F009,PHC,13.1,77.58,M005,Azithromycin 500mg,46,0,12,34,10,0
2024-01-05,F009,Synthetic PHC F009,PHC,13.1,77.58,M006,Cetirizine 10mg,210,0,14,196,1,0
2024-01-05,F009,Synthetic PHC F009,PHC,13.1,77.58,M007,Omeprazole 20mg,181,0,11,170,1,0
2024-01-05,F009,Synthetic PHC F009,PHC,13.1,77.58,M008,ORS,145,0,44,101,6,0
2024-01-05,F009,Synthetic PHC F009,PHC,13.1,77.58,M009,Ibuprofen 400mg,36,0,30,6,10,0
2024-01-05,F009,Synthetic PHC F009,PHC,13.1,77.58,M010,Atorvastatin 10mg,39,0,11,28,9,0
2024-01-05,F010,Synthetic PHC F010,PHC,12.87,77.6,M001,Paracetamol 500mg,107,0,20,87,7,0
2024-01-05,F010,Synthetic PHC F010,PHC,12.87,77.6,M002,Amoxicillin 500mg,23,0,17,6,9,0
2024-01-05,F010,Synthetic PHC F010,PHC,12.87,77.6,M003,Metformin 500mg,0,0,0,0,9,1
2024-01-05,F010,Synthetic PHC F010,PHC,12.87,77.6,M004,Amlodipine 5mg,39,0,11,28,10,0
2024-01-05,F010,Synthetic PHC F010,PHC,12.87,77.6,M005,Azithromycin 500mg,33,0,10,23,10,0
2024-01-05,F010,Synthetic PHC F010,PHC,12.87,77.6,M006,Cetirizine 10mg,30,0,15,15,9,0
2024-01-05,F010,Synthetic PHC F010,PHC,12.87,77.6,M007,Omeprazole 20mg,39,0,14,25,6,0
2024-01-05,F010,Synthetic PHC F010,PHC,12.87,77.6,M008,ORS,218,0,16,202,1,0
2024-01-05,F010,Synthetic PHC F010,PHC,12.87,77.6,M009,Ibuprofen 400mg,63,0,13,50,7,0
2024-01-05,F010,Synthetic PHC F010,PHC,12.87,77.6,M010,Atorvastatin 10mg,18,0,10,8,8,1
2024-01-05,F011,Synthetic PHC F011,PHC,13.01,77.7,M001,Paracetamol 500mg,141,0,36,105,10,0
2024-01-05,F011,Synthetic PHC F011,PHC,13.01,77.7,M002,Amoxicillin 500mg,26,0,13,13,9,1
2024-01-05,F011,Synthetic PHC F011,PHC,13.01,77.7,M003,Metformin 500mg,33,0,25,8,8,0
2024-01-05,F011,Synthetic PHC F011,PHC,13.01,77.7,M004,Amlodipine 5mg,66,0,19,47,7,1
2024-01-05,F011,Synthetic PHC F011,PHC,13.01,77.7,M005,Azithromycin 500mg,10,0,10,0,6,1
2024-01-05,F011,Synthetic PHC F011,PHC,13.01,77.7,M006,Cetirizine 10mg,227,0,19,208,1,0
2024-01-05,F011,Synthetic PHC F011,PHC,13.01,77.7,M007,Omeprazole 20mg,63,0,19,44,9,0
2024-01-05,F011,Synthetic PHC F011,PHC,13.01,77.7,M008,ORS,75,327,26,376,0,0
2024-01-05,F011,Synthetic PHC F011,PHC,13.01,77.7,M009,Ibuprofen 400mg,30,0,23,7,8,0
2024-01-05,F011,Synthetic PHC F011,PHC,13.01,77.7,M010,Atorvastatin 10mg,44,0,9,35,10,1
2024-01-05,F012,Synthetic PHC F012,PHC,12.94,77.68,M001,Paracetamol 500mg,78,0,32,46,7,0
2024-01-05,F012,Synthetic PHC F012,PHC,12.94,77.68,M002,Amoxicillin 500mg,219,0,14,205,1,0
2024-01-05,F012,Synthetic PHC F012,PHC,12.94,77.68,M003,Metformin 500mg,54,243,29,268,0,0
2024-01-05,F012,Synthetic PHC F012,PHC,12.94,77.68,M004,Amlodipine 5mg,4,0,4,0,7,1
2024-01-05,F012,Synthetic PHC F012,PHC,12.94,77.68,M005,Azithromycin 500mg,19,0,12,7,6,1
2024-01-05,F012,Synthetic PHC F012,PHC,12.94,77.68,M006,Cetirizine 10mg,217,0,18,199,1,0
2024-01-05,F012,Synthetic PHC F012,PHC,12.94,77.68,M007,Omeprazole 20mg,31,0,17,14,6,1
2024-01-05,F012,Synthetic PHC F012,PHC,12.94,77.68,M008,ORS,57,0,33,24,10,0
2024-01-05,F012,Synthetic PHC F012,PHC,12.94,77.68,M009,Ibuprofen 400mg,39,0,24,15,6,0
2024-01-05,F012,Synthetic PHC F012,PHC,12.94,77.68,M010,Atorvastatin 10mg,33,0,14,19,10,0
2024-01-05,F013,Synthetic PHC F013,PHC,12.85,77.66,M001,Paracetamol 500mg,84,0,22,62,8,0
2024-01-05,F013,Synthetic PHC F013,PHC,12.85,77.66,M002,Amoxicillin 500mg,14,144,15,143,0,0
2024-01-05,F013,Synthetic PHC F013,PHC,12.85,77.66,M003,Metformin 500mg,52,0,17,35,10,1
2024-01-05,F013,Synthetic PHC F013,PHC,12.85,77.66,M004,Amlodipine 5mg,148,0,12,136,1,0
2024-01-05,F013,Synthetic PHC F013,PHC,12.85,77.66,M005,Azithromycin 500mg,24,105,11,118,0,0
2024-01-05,F013,Synthetic PHC F013,PHC,12.85,77.66,M006,Cetirizine 10mg,55,0,18,37,9,0
2024-01-05,F013,Synthetic PHC F013,PHC,12.85,77.66,M007,Omeprazole 20mg,43,0,13,30,6,0
2024-01-05,F013,Synthetic PHC F013,PHC,12.85,77.66,M008,ORS,100,0,32,68,7,0
2024-01-05,F013,Synthetic PHC F013,PHC,12.85,77.66,M009,Ibuprofen 400mg,6,0,6,0,7,0
2024-01-05,F013,Synthetic PHC F013,PHC,12.85,77.66,M010,Atorvastatin 10mg,32,0,10,22,10,0
2024-01-05,F014,Synthetic PHC F014,PHC,13.08,77.52,M001,Paracetamol 500mg,55,0,40,15,8,1
2024-01-05,F014,Synthetic PHC F014,PHC,13.08,77.52,M002,Amoxicillin 500mg,39,0,26,13,6,0
2024-01-05,F014,Synthetic PHC F014,PHC,13.08,77.52,M003,Metformin 500mg,234,0,22,212,2,0
2024-01-05,F014,Synthetic PHC F014,PHC,13.08,77.52,M004,Amlodipine 5mg,74,0,16,58,9,0
2024-01-05,F014,Synthetic PHC F014,PHC,13.08,77.52,M005,Azithromycin 500mg,9,141,18,132,0,0
2024-01-05,F014,Synthetic PHC F014,PHC,13.08,77.52,M006,Cetirizine 10mg,41,0,14,27,10,0
2024-01-05,F014,Synthetic PHC F014,PHC,13.08,77.52,M007,Omeprazole 20mg,30,168,17,181,0,0
2024-01-05,F014,Synthetic PHC F014,PHC,13.08,77.52,M008,ORS,74,307,32,349,0,0
2024-01-05,F014,Synthetic PHC F014,PHC,13.08,77.52,M009,Ibuprofen 400mg,19,238,23,234,0,0
2024-01-05,F014,Synthetic PHC F014,PHC,13.08,77.52,M010,Atorvastatin 10mg,19,134,11,142,0,0
2024-01-05,F015,Synthetic PHC F015,PHC,12.99,77.47,M001,Paracetamol 500mg,256,0,22,234,1,0
2024-01-05,F015,Synthetic PHC F015,PHC,12.99,77.47,M002,Amoxicillin 500mg,58,0,22,36,8,1
2024-01-05,F015,Synthetic PHC F015,PHC,12.99,77.47,M003,Metformin 500mg,49,209,21,237,0,0
2024-01-05,F015,Synthetic PHC F015,PHC,12.99,77.47,M004,Amlodipine 5mg,138,0,10,128,1,0
2024-01-05,F015,Synthetic PHC F015,PHC,12.99,77.47,M005,Azithromycin 500mg,36,0,8,28,10,0
2024-01-05,F015,Synthetic PHC F015,PHC,12.99,77.47,M006,Cetirizine 10mg,149,0,16,133,1,0
2024-01-05,F015,Synthetic PHC F015,PHC,12.99,77.47,M007,Omeprazole 20mg,53,0,15,38,10,0
2024-01-05,F015,Synthetic PHC F015,PHC,12.99,77.47,M008,ORS,62,0,39,23,9,1
2024-01-05,F015,Synthetic PHC F015,PHC,12.99,77.47,M009,Ibuprofen 400mg,42,219,29,232,0,0
2024-01-05,F015,Synthetic PHC F015,PHC,12.99,77.47,M010,Atorvastatin 10mg,7,101,9,99,0,0
2024-01-05,F016,Synthetic PHC F016,PHC,12.9,77.73,M001,Paracetamol 500mg,78,0,27,51,6,0
2024-01-05,F016,Synthetic PHC F016,PHC,12.9,77.73,M002,Amoxicillin 500mg,16,0,11,5,7,1
2024-01-05,F016,Synthetic PHC F016,PHC,12.9,77.73,M003,Metformin 500mg,0,187,26,161,0,0
2024-01-05,F016,Synthetic PHC F016,PHC,12.9,77.73,M004,Amlodipine 5mg,34,0,7,27,8,0
2024-01-05,F016,Synthetic PHC F016,PHC,12.9,77.73,M005,Azithromycin 500mg,19,0,12,7,10,1
2024-01-05,F016,Synthetic PHC F016,PHC,12.9,77.73,M006,Cetirizine 10mg,127,0,12,115,2,0
2024-01-05,F016,Synthetic PHC F016,PHC,12.9,77.73,M007,Omeprazole 20mg,30,0,15,15,9,1
2024-01-05,F016,Synthetic PHC F016,PHC,12.9,77.73,M008,ORS,0,259,24,235,0,0
2024-01-05,F016,Synthetic PHC F016,PHC,12.9,77.73,M009,Ibuprofen 400mg,9,188,10,187,0,0
2024-01-05,F016,Synthetic PHC F016,PHC,12.9,77.73,M010,Atorvastatin 10mg,16,0,6,10,10,1
2024-01-05,F017,Synthetic Pharmacy F017,Pharmacy,12.975,77.605,M001,Paracetamol 500mg,106,502,57,551,0,0
2024-01-05,F017,Synthetic Pharmacy F017,Pharmacy,12.975,77.605,M002,Amoxicillin 500mg,280,0,36,244,1,0
2024-01-05,F017,Synthetic Pharmacy F017,Pharmacy,12.975,77.605,M003,Metformin 500mg,19,0,19,0,10,1
